310032,247930,1973336,120482,59495,101488,21999,67470,280241,20421,306,3357,12030,23835,717302,752410,6944,266268,379728,38191,2815,117399,27693,5180,30775,254,97,271,743,71,840,41041,1496,94913,636,5615,1448,6379,101,0,1409
22548715,1813437,210773,4421015,151046,880961,26210,12535,19170,7559,378,927,1931,4463,4323,6830,256899,398128,6894,6761,1415,4924334,11516,233361,52239,191,559,300,3051,218,2069,4948,11899,54032,3110,637,974,6353,939,1174,52553
1030083,1104634,146873,209469,53060,92765,11542,5537,1527,961,70,312,8166,31728,865,503,20041,24968,2152,231,648,72193,15608,155,19455,0,44,0,379,0,5321,72,621,63964,501,1001,130,16900,49,98,4685
502708,867099,113711,1240442,4853,7344,4410,2624,1225,5386,112,82,115,1272,1144,1154,10774,2031,11697,55792,147,67423,535,1780,5867,0,142,46,210,52,77,158,505,63242,678,676,0,1403,0,489,9654
5027301,497976,209063,173666,116164,275971,7041,1970,1797,5196,312,1240,15318,1829,1435,379,842913,201008,3869,1356,326,185062,19655,339,20119,136,101,614,363,130,733,45,309,11441,218,108,188,10796,105,7026,52829
4072384,401562,125551,162781,203779,297273,7986,1477,294,2477,92,108,5831,848,216,305,288585,170388,679,642,122,127112,15420,266,43390,84,93,156,113,94,995,0,157,14338,86,226,0,1677,0,186,40443
3803559,663985,364716,107779,168395,1316183,420,2997,153,627,5793,864,1387903,4942,1566528,736736,29132,10236,779124,15451,3065,22910,427604,1332,5153,209,16943,91,92,70,1587,48843,1731,1834,850,23644,2060,467,0,2058,6411
3935973,429425,53222,77865,344442,345721,3973,1459,1899,632,49,164,5282,1283,126,156,243356,289866,758,347,113,67348,13147,193,11863,127,52,88,108,80,4405,0,0,10232,65,0,68,1093,0,5741,20244
2922189,8695938,142056,282298,134664,140668,9525,1937,5689,1019,125,417,6715,1278,268,400,154326,94484,1690,292,167,99166,15027,239,6144,134,279,150,344,76,2453,119,83,23306,111,72,114,27738,0,5436,39768
7404083,1471082,144860,620790,39172,136714,447,501,448,373,93070,103,12105,1699,305,388,1027293,32545,1242,7422,168,72554,105619,77,3728,53,1711,0,0,43,141,107,102,2317,71,2140,96,225,57,29549,67716
2035750,148108,116851,75024,15927,76776,4437,1641,314,1267,0,163,255,340,172,249,19911,32224,2630,275,95,154508,1435,219,45291,122,0,85,61,117,266,0,73,243167,70,0,0,683,0,95,2813
152020,13160,347096,92183,692,371218,585,5173,864,714,20377,4753,1275,35848,10159,204545,1644,2614,7515,6275,744,542,1455,56616,648,132,277,89,136,85,9428,1158,165,925,0,164,730,257,0,0,76
1036596,1106639,147687,721110,35772,75887,12486,2510,2114,2528,46,230,1774,2229,399,109,15471,47547,3949,415,50,346878,2062,2304,3901,96,52,53,79,141,6014,0,166,302283,0,0,0,1174,0,2323,4077
62865,81559,379654,38039,2561,519009,67005,43198,9188,241293,476,3084,12587,1028,35192,16635,4878,1495,32931,284089,30575,8665,4133,31811,20682,5707,214,4226,698,3773,267,1595,588,20428,601,896,14915,44783,748,0,962
1170723,84125,101518,57519,22187,78444,4158,456,393,985,95,253,4827,83,187,171,12676,62031,114,0,108,53651,4925,44,3780,0,52,945,0,260,59,0,103,1766,73,0,50,4130,0,0,1894
140345,60163,57096,23576,10660,31060,13357,86700,75687,1988,40,598,821,697,44628,3352,6684,13039,10140,7299,2261,42285,1575,763,19131,47,0,695,153,211,257,329,193,3663,223,845,9966,246539,1198,146,3178
709650,3001018,21380,48776,21306,79693,3320,580,7292,504,84,61,1218,707,1128,737,7757,12462,1346,394,66,112259,5011,186,1468,0,55,0,0,0,155,41,41,2505,0,226,0,375,0,309,3212
329969,67256,34066,57646,54265,58631,633,4479,966,201,0,51,10736,163,192,135,10577,19819,1113,53,52,40208,11681,0,3919,0,0,1653,0,494,96,0,46,2636,0,0,72,6844,0,0,2619
5432595,650138,74043,30566,12342,6687,16838,1348,144,606,0,96,285,322,113,60,9885,5025,2257,453,67,293281,549,121,3130,0,45,0,0,88,121,0,0,41651,0,0,0,524,0,56,1147
4488686,228919,113263,143936,117567,186517,9125,745,332,1705,155,271,10664,390,748,700,689110,141741,2322,1034,256,134811,18495,210,24149,71,71,157,296,0,110,0,100,2458,100,540,262,1070,0,170,144244
1668875,758287,208748,1196047,30709,50328,3335,1613,445,2432,152,176,4286,706,5131,9337,58309,11039,9110,1899,784,546245,6976,1638,15025,72,47,0,590,0,0,2349,5285,15790,1053,1648,333,66593,81,253,22019
253126,22205,145078,2983,29912,43491,4351,2031,340,128,3064,9285,171,74,13475,1351,6043,30683,794,755,208,9587,4456,2127,2954,0,0,0,777,0,0,315,45,168,0,62,0,282,0,0,286
914707,126099,422463,35622,2391,32440,44955,18507,5457,1400,177,3307,167,794,8438,3364,2739,944,21962,8023,1509,6364,1379,6582,2807,118,0,421,4850,75,332,631,333,21610,136,2187,1958,3818,136,41,4999
974340,188959,9639,7255,6543,209778,280,681,0,557,188845,44,504,32759,251,8088,138829,11528,104,77,0,15081,52216,456,29288,0,0,0,0,0,49,52,0,750,0,0,0,275,0,57,465
34906,126811,196896,7586,3942,112316,710,276582,12160,4721,821,2017,113,709,13347,21329,312,118817,3365,135734,56,69027,936,7007,435,503,0,334,0,0,78,542,159,155,3216,1102,78,258,41,0,151
1846651,89252,298438,147407,30578,26225,2655,303,59,324,1782,75,1317,210,812,537,7656,985,593,1126,75,39451,6997,57,1274,0,55,0,129,0,0,99,60,3591,0,255,0,533,110,153,5185
3427505,569310,17210,161490,147161,282945,661,2856,96,2024,6321,0,11487,1442,238,489,770734,30701,593,404,248,61433,97295,42,1296,47,224,0,0,0,0,0,144,1848,91,399,77,112,0,10923,64659
1628964,63842,11481,71484,19843,520356,1856,11249,3981,21258,341,13159,481,2436,79913,134071,34795,99514,34420,121289,1697,334014,5354,199074,1114188,1512,70,56,79,49,1345,2916,17167,979,385,3102,1758,2147,89,113,9761
121361,28662,2944,403962,4968,849426,2137,74988,3760,169321,59,4012,142,497,58922,181797,1205,99037,39046,175804,112,1460870,1242,9627,698,2418,0,0,0,0,103,830,296,1747,4116,905,130,631,59,0,379
873005,139076,98538,13863,33537,292017,7433,4359,575,1970,1566,182,138,1106,1069,1183,55690,223838,756,666,1331,78370,12690,1440,5981,69,0,190,519,486,0,100,120,722,51,392,367,841,0,125,3176
2116696,249813,15929,132599,41465,110174,1491,937,1671,539,400,218,910,1101,238,90,139001,75473,304,458,1581,127268,4083,761,1793,41,41,0,99,0,965,0,141,2604,81,5852,105,1833,0,2517,54853
1400,4967,15696,1156,392,1051,546,5224,2352,175,0,526,0,124,2116,681,0,145,497,181,2092,190,160,1760,1555,0,0,162,44,0,0,49,0,376,0,55,168,2966,0,0,0
69096,73688,643185,113608,7879,27871,24367,58011,36270,5089,654,30179,994,3013,1141544,93796,2780,8788,1435433,1476736,23074,12536,3975,29353,31908,174,460,502,2410,571,2500,10184,627,831084,894,4762,6080,11495,117,315,826
2646093,97491,108929,13015,52292,346020,1494,22313,8284,17786,128005,254,6562,379,4918,4445,30597,63312,943,1107,1694,72247,193487,1275,5132,7912,386,5695,0,37571,114,306,0,83,0,84,1642,282,0,0,4303
97486,34113,9584,255348,1729,12436,915,9424,389,1754,7044,453,72,23504,9095,9838,6465,485,6877,500413,299,1204,1478,302,480,349,285,0,147,0,940,1369,116,194,978,1985,137,73,0,65,364
71408,20834,38206,4370,1286,5584,2996,963,694,497,883,1655,0,324,543,182,2151,4968,255,11452,80,4428,549,558,3712,41,0,594,296,319,0,77,0,117,0,523,0,506,0,0,237
289158,75688,144030,50674,10820,36933,13378,4477,1467,1467,3217,126380,31969,5651,109028,15094,11548,25566,35678,3126,14642,36618,9134,3905,15940,110,266,0,1181,129,6809,1012,578,3465,224,1276,35988,39464,1645,121,2499
1808339,75428,41039,83125,94710,69526,2583,821,532,1412,281,382,13695,795,1058,502,132227,94373,818,226,181,57727,25229,142,12002,61,342,0,750,59,926,60,42,4849,0,254,162,4650,0,132,20175
3412910,1064684,24100,421982,66412,390545,1331,6272,159,11812,187,91,487,1318,2139,3125,370415,397940,4866,2759,55,513240,14843,9212,5407,71,85,100,0,0,69,112,177,4311,211,280,0,418,43,405,150241
1410908,78520,81275,72471,76923,45472,1078,435,496,742,144,0,1483,456,433,244,141558,19035,563,2297,186,73926,6132,89,20348,0,0,0,0,0,79,53,217,2295,70,773,192,339,0,80,10490
2579671,163743,41541,2782472,136517,448066,838,3479,341,1265,1116,143,448,818,3604,1369,138208,341133,2392,5056,135,349066,7399,13931,5237,62,108,161,573,0,41,262,99,2458,119,5684,0,1902,0,128,40417
181915,36498,138987,2438,10035,21662,64,266,55,274,0,44,46,170,87,277,1497,88403,47,41,0,7405,3769,0,3104,0,0,502,0,0,0,63,0,0,0,0,0,67,103,0,165
469866,96945,7453,21758,21479,27131,639,890,634,336,52,331,3130,498,1702,145,60782,48389,698,424,0,26999,2330,248,1207,0,0,66,0,68,4420,50,133,735,0,59,0,6040,0,2491,12522
3044450,1182046,47907,1001140,76192,164561,5931,12135,1516,4191,119,7143,9422,548,4320,488,273589,29080,3153,984,385,365075,28355,687,6009,43,40,40,293,87,155,0,232,222828,82,322,552,13901,107,1416,56928
1086399,28135,24875,62242,14354,27051,2979,4322,3341,535,458,270,163,142,9207,642,112350,4656,18648,28681,125,23133,983,182330,19140,941,67,0,72,41,43,40,243,6814,53,176,51,823,0,56,5716
170993,53253,116135,9510,7039,82612,2550,7767,7010,639,1285,3791,74,548,64413,21132,4972,7047,38912,6588,1498,9976,2508,67349,6369,143,0,226,14391,43,0,3693,760,7507,84,2172,266,1325,0,0,2687
243580,165305,8056,74030,1607,49137,8392,985,109,9820,218,392,18727,229,167030,34354,4073,222,115787,39169,4066,2414,2810,1698,7620,3830,375,0,256,0,0,5316,1265,6688,785,18386,3483,3161,0,120,4007
9150,4604,23684,3668,419,1320,2224,6747,3101,112,0,73,0,94,394,120,46,294,118,2650,0,960,221,64,533,0,0,73,0,0,0,0,0,2551,828,180,0,1082,0,0,0
6014217,295953,23473,1718345,99682,281650,3956,1284,384,1415,45,64,256,198,508,257,58654,28488,2781,704,0,325685,2922,17055,3569,0,0,0,42,0,0,45,2937,46257,68,122,0,729,170,69,17171
153383,61575,88604,6060,4062,13038,569,1651,369,446,5848,9812,942,216,7237,2983,5500,12143,4428,1361,328,3513,1884,765,8146,67,54,108,1335,602,114,1263,128787,610,168,1389,61,597,270,0,1219
2587423,524727,12289,202521,31492,181482,9324,7978,2758,2124,147,6968,1028,1116,13071,868,95180,130569,1527,698,562,365883,14874,354,3070,102,250,500,0,371,954,80,43,25640,278,93,3489,3228,275,124,36119
2839891,241154,16293,402644,10992,353358,1466,8363,457,5639,234,3287,1444,537,61504,34936,140735,18988,30735,5056,273,177929,5490,119123,9511,77,481,0,416,50,41,652,2779,13562,428,1663,298,1519,108,872,17304
485740,33467,1055,94466,8750,33934,1302,303,1468,293,11630,417,13136,1170,730,3196,68136,1632,1275,423,1045,4037,31314,0,34534,292,32276,0,1148,0,181,1726,219,235,89,144,437,476,0,552,966
51423,22768,35065,6221,6086,84270,1187,26820,18244,3495,179,2423,468,1883,56892,14222,768,36594,22190,11578,92,58421,12659,152424,11598,107,0,10833,413,1545,101,924,318,2043,386,1275,199,7138,937,0,515
1093044,238195,43483,141487,24550,66772,306,903,251,321,1869,505,2227,709,12981,7704,73416,27491,13569,4670,917,80086,15556,4583,25549,0,45,0,71,0,63,615,253,6371,60,1648,307,6130,946,429,2649
558799,68714,55080,28677,20268,78652,131,1885,2782,123,245824,312,1398,2269,171,247,30062,40312,108,404,200,39600,3633,0,2346,0,1154,0,0,0,2572,70,50,0,1180,145,191,77,0,3403,2901
391295,44511,1126,195231,7240,6608,2950,7430,572,289,0,56,862,106,364,257,13159,185,978,197,74,7269,1574,0,256,0,337,0,0,0,0,76,139,2260,356,247,42,961,0,105,2364
22103,10016,35022,59853,3422,33356,2560,46290,29043,1162,0,1096,638,1129,31450,3233,706,1309,14317,6465,842,20954,1119,1073,13069,61,0,0,0,46,206,1163,966,16755,203,2095,1915,46937,267,0,189
823419,60880,452887,11467,14801,52373,2626,513,216,421,138690,638,123,322,1764,1756,7884,18385,921,1644,367,20718,3044,299,988,155,0,0,165,0,0,257,64,48,0,160,187,69,0,0,903
449,7712,27414,618,580,299,2566,89984,12405,240,0,46,0,61,176,0,58,67,248,646,0,124,0,0,269,0,0,302,0,91,87,0,0,849,0,54,0,34405,311,0,0
122394,71839,61648,24093,5476,43258,207,864,262,2518,21273,5903,142,4266,11398,74974,3696,1515,11519,4537,215,2924,4094,26054,3587,426,0,145,54,391,170,11094,909,123,0,1110,393,45,41,0,733
560607,25205,82836,30609,18398,20042,1443,256,0,162,5551,83,3504,95,367,118,11455,47946,639,2386,0,95375,4403,94,2379,0,0,48,293,0,68,0,0,149,0,481,188,416,0,0,1508
132381,23038,13773,18474,4071,12923,997,1691,1024,3247,77516,2373,639,6294,76738,20949,4979,3811,34297,4430,604,8024,3358,669,13892,43,153,111,1543,0,73,15943,2795,1569,61,6474,276,1939,115,105,3760
1252006,253096,42441,35259,11997,112941,125,2599,3243,427,798165,29674,614,533,27775,24265,151337,31251,7319,1089,12480,25000,15981,1922,7634,0,2050,0,553,0,490,7035,1575,548,55,349,38745,1234,329,36856,30504
199634,18116,1317,26483,430,62653,53,258,63,839,9138,533658,1479,9118,18839,3754,5109,1319,27401,1381,875,3240,5665,26855,800,513,449,0,0,146,9396,870,3516,118,8021,354,2272,1613,52,58,682
1884384,119934,43880,52841,12512,159711,1699,494,180,2086,123980,56,395,653,270,683,296293,21175,408,96,57,41615,7418,64,3047,0,1208,0,673,0,48,274,325,454,0,56,40,90,0,51291,45061
476426,79319,29430,60234,33640,55404,3075,891,446,603,52,78,6669,218,205,66,58985,38816,628,420,86,68186,11364,134,3139,0,0,0,58,44,111,0,0,3338,50,119,46,551,0,1223,5197
400101,39879,25371,46986,26323,47796,1106,14430,8875,271,83,3291,8472,206,28455,3349,16457,11923,13334,1399,336,45062,10839,2930,11337,0,125,0,126,0,189,531,319,3847,313,1721,481,4728,0,0,3455
20818,26124,138102,79162,464,172737,1790,161987,52438,2619,391,20537,71,2273,19436,17756,494,581,8666,4023,256,1652,1016,4510,1662,42,0,134,0,46,800,242,412,1204,140,100,520,1881,180,0,112
3486290,317177,14708,333633,14023,195687,643,834,149,977,73524,1906,3482,3345,2026,2344,395886,10731,3875,880,675,42500,177304,3078,13748,0,1865,0,142,0,1110,431,1169,202,276,295,1378,318,300,7651,57031
1176230,486694,66368,58092,7055,101034,1116,228,302,215,846460,68629,2552,1483,15471,4406,180142,18295,8633,2003,2328,23711,25023,2421,2332,42,1180,42,40,0,1549,2163,1472,97,226,479,16225,487,105,3924,22674
87206,28836,49628,2709,7700,6886,372,2194,146,852,3687,541,162,451,1623,1137,1578,14839,1702,248,557,6481,3367,454,7830,0,0,0,1972,0,0,504,682,0,0,175,65,500,0,0,100
108742,25940,17674,21499,11650,42106,747,273092,160078,560,564,44599,0,2512,692,5394,2170,49039,9752,4960,956,18393,2204,2627,15265,69,0,673,0,169,714,1130,3015,779,1702,1471,16944,6581,1674,0,1778
67662,11885,47164,3062,6405,4692,3147,5573,1530,258,234,955,48,225,616,452,1111,7928,350,640,236,5542,545,303,1895,760,0,77,348,0,0,84,40,220,322,119,200,266,0,0,320
3232833,85016,33339,546889,134686,335316,448,1284,358,328,38820,96,5373,909,548,425,113736,29890,1537,635,108,246531,31948,491,3638,0,551,0,68,0,813,164,2404,1351,150,252,208,702,1152,1676,19100
94035,713,3101,648,2624,15887,45,0,0,0,84,0,0,0,0,0,59,1692,0,64,90,2257,247,0,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51969,13103,18078,18378,379,2005,115,245,102,263,15227,121693,457,821,19280,96359,3390,1243,20989,2707,89104,1674,5422,961,10225,65,3398,0,249,0,85,24582,428,540,77,498,50565,656,99,85,397
935835,222020,77210,355619,13581,39706,3116,3091,1155,1304,77,2643,3938,465,1862,220,125913,9003,57789,1961,47,132468,2100,1381,4833,0,0,0,123,65,421,0,1051,314213,278,244,83,8999,63,193,37555
487925,94540,26119,95596,31396,45532,1545,4753,1653,437,252,354,4714,514,6521,762,71058,6351,2103,1120,617,36076,6668,1271,3117,0,0,0,153,0,855,142,535,12882,173,900,128,1365,0,0,3361
43792,19765,26564,8860,5317,27163,2214,19974,14136,489,7345,89419,241,475,177207,40801,3243,8963,82589,6622,2662,4450,8240,1808,10844,0,68,4456,852,2692,41,32596,1114,96,84,1899,5099,255,0,0,382
693590,272366,17035,178615,9155,69662,853,3598,226,1173,578,187,147,261,2611,902,40901,451,5477,161807,44,5538,558,10353,1429,67,76,0,1482,117,40,319,599,34998,1755,8212,0,574,0,341,65340
644774,58904,47575,30029,18204,22282,33113,2653,990,2953,1312,1252,2575,729,1664,452,62196,35811,936,661,322,29211,5347,1159,10256,47,0,55,218,0,1246,271,90,1798,183,140,291,34012,0,0,19713
42315,28318,14819,16970,2431,6705,1111,11934,1285,409,2980,121,0,1663,1652,592,2358,1402,2577,230749,61,4340,832,47,1530,0,78,0,172,0,45,116,49,211,380,3728,65,0,0,0,274
190832,17169,2647,32538,63277,154508,135,4535,378,1442,740,481,813,1078,16674,6851,7061,119947,8837,3009,133,221287,8720,19030,1282,0,0,0,44,0,63,228,273,2863,0,1707,41,153,0,69,5527
392498,311376,32546,61610,12650,22604,2260,799,658,972,102,289,671,367,335,183,16315,20951,803,136,81,37120,1730,331,1615,0,0,0,0,60,424,0,629,12225,0,92,50,2744,61,733,9965
889436,20854,58730,37904,8538,40858,1132,33135,1332,1073,29334,984,22223,339,17093,9958,84398,14598,11067,16539,548,21050,8750,594,43253,0,181,89,6104,41,1208,3287,1220,253,2490,223,1036,537,54,3043,11009
