HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17,Answer 18,Answer 19,Answer 20,Answer 21,Answer 22,Answer 23,Answer 24,Answer 25,Answer 26,Answer 27,Answer 28,Answer 29,Answer 30,Answer 31,Answer 32,Answer 33,Answer 34,Answer 35,Answer 36,Answer 37,Answer 38,Answer 39,Answer 40,Answer 41,Answer 42,Answer 43,Answer 44,Answer 45,Answer 46,Answer 47,Answer 48,Answer 49,Answer 50,Answer 51,Answer 52,Answer 53,Answer 54,Answer 55,Answer 56,Answer 57,Answer 58,Answer 59,Answer 60,Answer 61,Answer 62,Answer 63,Answer 64,Answer 65,Answer 66,Answer 67,Answer 68,Answer 69,Answer 70,Answer 71,Answer 72,Answer 73,Answer 74,Answer 75,Answer 76,Answer 77,Answer 78,Answer 79,Answer 80,Answer 81,Answer 82,Answer 83,Answer 84,Answer 85,Answer 86,Answer 87,Answer 88,Answer 89,Answer 90,Answer 91,Answer 92,Answer 93,Answer 94,Answer 95,Answer 96,Answer 97,Answer 98,Answer 99,Answer 100,Answer 101,Answer 102,Answer 103,Answer 104,Answer 105,Answer 106,Answer 107
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2NH8PJWKUDD84EDS9S0Z5B6VC589KE,A1HAS8MJT8VR34,Approved,"Tue Feb 28 16:12:38 PST 2012","Tue Feb 28 16:17:55 PST 2012","""8""","""9""","""7""","""1""","""8""","""8""","""6""","""3""","""6""","""4""","""2""","""8""","""8""","""8""","""9""","""9""","""1""","""9""","""2""","""8""","""7""","""3""","""3""","""6""","""1""","""1""","""9""","""1""","""8""","""2""","""8""","""2""",true,"""9""","""9""","""9""","""7""","""7""","""3""","""1""","""9""","""8""","""2""","""9""","""9""","""6""","""2""","""8""","""1""","""2""","""9""","""9""","""9""","""9""","""9""","""8""","""8""","""No.""","""9""","""9""","""9""","""9""","""9""","""2""","""1""","""7""","""8""","""7""","""9""","""8""","""3""","""9""","""9""","""2""","""9""","""9""","""natural""","""9""","""9""","""8""","""8""","""9""","""8""","""4""","""M""","""9""","""9""","""3""","""9""","""3""","""1""","""8""","""8""","""4""","""8""","""9""","""1""","""2""","""9""","""1""","""5""","""9""","""2""","""9""","""9""","""9""","""3""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",25OAVKI62NJQ9T9RIY0QM6BL4TWSK7,A3AA1J59BYKHPA,Approved,"Tue Feb 28 16:09:40 PST 2012","Tue Feb 28 16:18:02 PST 2012","""8""","""9""","""6""","""1""","""8""","""8""","""8""","""6""","""2""","""6""","""8""","""9""","""6""","""9""","""5""","""7""","""3""","""7""","""4""","""7""","""6""","""6""","""4""","""9""","""7""","""6""","""9""","""4""","""3""","""8""","""9""","""4""",true,"""9""","""9""","""8""","""5""","""5""","""5""","""1""","""9""","""5""","""4""","""6""","""9""","""6""","""2""","""9""","""3""","""4""","""8""","""9""","""8""","""9""","""8""","""9""","""3""","""""","""9""","""9""","""9""","""8""","""9""","""2""","""1""","""9""","""7""","""6""","""6""","""9""","""1""","""9""","""9""","""5""","""9""","""9""","""grammatical""","""9""","""9""","""8""","""9""","""9""","""8""","""6""","""M""","""8""","""9""","""6""","""9""","""2""","""4""","""9""","""9""","""3""","""9""","""9""","""6""","""5""","""9""","""4""","""5""","""5""","""1""","""9""","""8""","""9""","""6""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2PD42J1LY58BEU9BJ77FPHD2PFHQ5W,A3F80FIPW73FP3,Approved,"Tue Feb 28 16:14:56 PST 2012","Tue Feb 28 16:21:21 PST 2012","""1""","""9""","""9""","""1""","""9""","""9""","""6""","""1""","""1""","""1""","""1""","""9""","""9""","""9""","""7""","""9""","""1""","""9""","""3""","""6""","""9""","""1""","""7""","""7""","""2""","""1""","""7""","""1""","""4""","""9""","""9""","""1""",false,"""7""","""9""","""9""","""7""","""9""","""1""","""1""","""1""","""8""","""1""","""9""","""5""","""6""","""9""","""9""","""1""","""1""","""9""","""7""","""9""","""6""","""9""","""9""","""1""","""""","""9""","""9""","""9""","""9""","""9""","""3""","""1""","""9""","""5""","""7""","""9""","""9""","""1""","""9""","""9""","""9""","""9""","""9""","""grammatical""","""9""","""9""","""9""","""1""","""9""","""9""","""3""","""F""","""9""","""7""","""2""","""9""","""1""","""1""","""9""","""9""","""1""","""9""","""9""","""1""","""1""","""3""","""1""","""4""","""1""","""4""","""9""","""9""","""9""","""7""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2L5DP8PJWKUDK0ZBUSH3EZ0CPBV7IP,A1YE1SX5XE3SOG,Approved,"Tue Feb 28 16:14:52 PST 2012","Tue Feb 28 16:21:32 PST 2012","""8""","""9""","""8""","""2""","""9""","""9""","""6""","""5""","""2""","""2""","""1""","""6""","""9""","""9""","""9""","""7""","""1""","""5""","""2""","""2""","""7""","""2""","""6""","""2""","""6""","""2""","""2""","""9""","""8""","""6""","""9""","""1""",true,"""8""","""9""","""9""","""9""","""6""","""2""","""1""","""6""","""6""","""1""","""5""","""9""","""6""","""2""","""9""","""5""","""4""","""9""","""9""","""9""","""8""","""9""","""9""","""1""","""n/a""","""9""","""8""","""9""","""7""","""9""","""2""","""1""","""9""","""9""","""6""","""9""","""9""","""1""","""9""","""9""","""1""","""9""","""9""","""grammatical""","""9""","""9""","""9""","""2""","""9""","""7""","""2""","""M""","""9""","""8""","""2""","""9""","""2""","""2""","""9""","""9""","""2""","""6""","""6""","""2""","""1""","""8""","""1""","""2""","""5""","""2""","""9""","""9""","""8""","""1""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",27VV0FK0COK2Q63BQEBKELRXP51IP7,A1JKHJ2QH0Z8ZS,Approved,"Tue Feb 28 16:20:20 PST 2012","Tue Feb 28 16:24:58 PST 2012","""5""","""9""","""4""","""5""","""9""","""8""","""8""","""5""","""2""","""2""","""5""","""5""","""2""","""8""","""9""","""5""","""1""","""3""","""1""","""2""","""3""","""3""","""3""","""7""","""3""","""2""","""9""","""3""","""5""","""3""","""9""","""2""",true,"""8""","""8""","""9""","""5""","""2""","""2""","""1""","""3""","""9""","""2""","""5""","""7""","""6""","""2""","""9""","""5""","""3""","""8""","""9""","""9""","""9""","""8""","""9""","""2""","""""","""9""","""9""","""9""","""9""","""9""","""3""","""2""","""2""","""8""","""9""","""9""","""9""","""2""","""9""","""9""","""3""","""9""","""9""","""natural""","""9""","""9""","""9""","""8""","""9""","""9""","""3""","""F""","""5""","""5""","""7""","""9""","""2""","""1""","""9""","""6""","""5""","""5""","""5""","""1""","""2""","""2""","""2""","""2""","""5""","""1""","""9""","""9""","""9""","""1""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2M70CP5KXPTIUAKMH5VPR7NZPN7ZYG,A2CQXRLDW5U482,Approved,"Tue Feb 28 16:19:41 PST 2012","Tue Feb 28 16:25:33 PST 2012","""9""","""9""","""8""","""1""","""9""","""9""","""6""","""1""","""1""","""3""","""4""","""5""","""4""","""8""","""7""","""6""","""1""","""4""","""2""","""1""","""8""","""8""","""3""","""5""","""5""","""2""","""2""","""9""","""1""","""8""","""8""","""1""",true,"""5""","""4""","""5""","""5""","""3""","""1""","""1""","""7""","""5""","""3""","""9""","""4""","""6""","""2""","""9""","""1""","""1""","""9""","""9""","""9""","""9""","""8""","""9""","""2""","""no""","""9""","""9""","""8""","""9""","""9""","""5""","""2""","""8""","""4""","""6""","""9""","""9""","""2""","""9""","""9""","""3""","""9""","""9""","""natural""","""9""","""9""","""7""","""7""","""9""","""7""","""7""","""F""","""9""","""4""","""3""","""7""","""1""","""5""","""9""","""8""","""7""","""5""","""8""","""6""","""6""","""8""","""3""","""1""","""6""","""4""","""9""","""9""","""8""","""2""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",23DB3L0FBJ9IV3L32G5VJ5RQAJNYMW,AZ2GWEOBEMQL0,Approved,"Tue Feb 28 16:11:51 PST 2012","Tue Feb 28 16:25:48 PST 2012","""7""","""9""","""7""","""4""","""9""","""2""","""9""","""2""","""3""","""2""","""1""","""5""","""1""","""9""","""8""","""1""","""2""","""6""","""1""","""2""","""9""","""7""","""7""","""3""","""4""","""1""","""9""","""1""","""1""","""8""","""9""","""2""",false,"""6""","""8""","""9""","""6""","""2""","""3""","""1""","""9""","""8""","""1""","""4""","""9""","""9""","""9""","""9""","""1""","""6""","""6""","""7""","""9""","""2""","""8""","""8""","""1""","""""","""9""","""8""","""8""","""9""","""9""","""2""","""1""","""5""","""8""","""9""","""9""","""9""","""7""","""9""","""9""","""1""","""9""","""9""","""natural""","""9""","""8""","""8""","""7""","""9""","""6""","""1""","""F""","""9""","""9""","""7""","""9""","""3""","""1""","""9""","""4""","""6""","""9""","""8""","""1""","""2""","""4""","""3""","""3""","""4""","""3""","""9""","""9""","""9""","""2""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2AGUQIHPCGJ2KU3DMLWXM0JQ89L17S,A1CNFQ47I10CZS,Approved,"Tue Feb 28 16:18:50 PST 2012","Tue Feb 28 16:28:25 PST 2012","""7""","""9""","""9""","""1""","""9""","""8""","""2""","""8""","""8""","""1""","""9""","""9""","""9""","""9""","""9""","""9""","""1""","""9""","""3""","""1""","""9""","""9""","""1""","""5""","""4""","""3""","""7""","""9""","""7""","""9""","""9""","""7""",true,"""8""","""6""","""9""","""6""","""9""","""2""","""1""","""8""","""9""","""1""","""9""","""9""","""6""","""2""","""9""","""9""","""9""","""9""","""9""","""9""","""9""","""9""","""9""","""2""","""Thanks""","""9""","""9""","""9""","""9""","""9""","""3""","""2""","""9""","""9""","""9""","""9""","""9""","""9""","""9""","""9""","""6""","""9""","""9""","""grammatical""","""9""","""9""","""9""","""9""","""9""","""9""","""9""","""M""","""9""","""9""","""9""","""9""","""2""","""9""","""9""","""9""","""6""","""9""","""9""","""9""","""1""","""9""","""7""","""2""","""3""","""1""","""9""","""9""","""9""","""8""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2KGO2GMMEGOONIU15V9AF2SF1BX99L,AR55GGUU5JWWS,Approved,"Tue Feb 28 16:19:35 PST 2012","Tue Feb 28 16:29:47 PST 2012","""8""","""9""","""6""","""7""","""9""","""9""","""7""","""3""","""2""","""2""","""5""","""8""","""8""","""8""","""8""","""8""","""3""","""8""","""1""","""4""","""4""","""7""","""7""","""6""","""2""","""6""","""9""","""3""","""7""","""6""","""9""","""3""",true,"""8""","""9""","""6""","""8""","""6""","""2""","""3""","""6""","""8""","""4""","""9""","""2""","""""","""8""","""9""","""9""","""1""","""8""","""8""","""8""","""9""","""9""","""1""","""8""","""9""","""5""","""9""","""9""","""natural""","""9""","""9""","""8""","""8""","""9""","""7""","""8""","""F""","""9""","""8""","""7""","""8""","""2""","""2""","""8""","""8""","""8""","""8""","""8""","""7""","""1""","""6""","""2""","""4""","""4""","""5""","""9""","""8""","""8""","""3""","""8""","""6""","""2""","""9""","""3""","""7""","""9""","""8""","""9""","""8""","""9""","""9""","""9""","""8""","""6""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2M8W40SPW1INT9IN9TA3SAB7UWQE1S,A2BT05L64VCQEV,Approved,"Tue Feb 28 16:22:41 PST 2012","Tue Feb 28 16:30:09 PST 2012","""8""","""8""","""7""","""5""","""9""","""9""","""7""","""2""","""8""","""1""","""2""","""8""","""6""","""9""","""9""","""6""","""4""","""5""","""2""","""5""","""6""","""9""","""8""","""4""","""2""","""4""","""9""","""1""","""3""","""9""","""9""","""2""",true,"""8""","""9""","""9""","""8""","""2""","""5""","""1""","""9""","""6""","""4""","""9""","""8""","""6""","""2""","""9""","""6""","""6""","""9""","""9""","""9""","""8""","""8""","""8""","""3""","""""","""9""","""2""","""9""","""9""","""9""","""5""","""2""","""7""","""7""","""9""","""8""","""9""","""2""","""9""","""9""","""6""","""9""","""9""","""natural""","""9""","""9""","""9""","""9""","""9""","""5""","""8""","""F""","""9""","""8""","""9""","""9""","""5""","""1""","""9""","""9""","""8""","""9""","""9""","""7""","""2""","""7""","""4""","""4""","""5""","""1""","""9""","""9""","""9""","""6""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2QMLF395SW6NNTHHMCPNOBYGKW2SEP,A3BF1XRKJKRN1B,Approved,"Tue Feb 28 16:22:05 PST 2012","Tue Feb 28 16:30:44 PST 2012","""9""","""9""","""4""","""3""","""9""","""9""","""8""","""5""","""1""","""1""","""3""","""8""","""8""","""9""","""8""","""7""","""2""","""7""","""2""","""2""","""6""","""2""","""2""","""2""","""8""","""9""","""2""","""9""","""1""","""9""","""9""","""2""",true,"""8""","""6""","""9""","""9""","""2""","""1""","""1""","""5""","""7""","""1""","""9""","""9""","""6""","""2""","""9""","""1""","""2""","""9""","""9""","""9""","""9""","""9""","""9""","""2""","""The study seemed straightforward.""","""9""","""9""","""9""","""9""","""9""","""3""","""1""","""9""","""9""","""9""","""9""","""9""","""9""","""9""","""9""","""8""","""9""","""9""","""grammatical""","""9""","""9""","""9""","""9""","""9""","""9""","""9""","""F""","""9""","""9""","""9""","""9""","""5""","""1""","""9""","""9""","""6""","""9""","""9""","""5""","""5""","""8""","""1""","""1""","""3""","""2""","""9""","""9""","""9""","""5""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",21B85OZIZEHMH2RB7DH5JWPY4EQBZE,AS7LOQ740BMDQ,Approved,"Tue Feb 28 16:25:56 PST 2012","Tue Feb 28 16:35:44 PST 2012","""8""","""9""","""9""","""1""","""9""","""9""","""9""","""4""","""2""","""1""","""8""","""7""","""9""","""9""","""9""","""2""","""3""","""9""","""1""","""7""","""3""","""1""","""8""","""2""","""8""","""7""","""1""","""9""","""2""","""9""","""8""","""2""",true,"""8""","""9""","""9""","""3""","""1""","""2""","""1""","""9""","""1""","""4""","""9""","""9""","""6""","""2""","""9""","""1""","""6""","""9""","""9""","""9""","""9""","""8""","""9""","""1""","""no""","""9""","""9""","""9""","""8""","""9""","""5""","""1""","""9""","""7""","""9""","""9""","""9""","""1""","""9""","""9""","""2""","""9""","""9""","""grammatical""","""9""","""8""","""9""","""7""","""9""","""6""","""1""","""F""","""9""","""8""","""1""","""9""","""3""","""1""","""9""","""9""","""5""","""6""","""9""","""8""","""2""","""6""","""1""","""2""","""5""","""1""","""9""","""9""","""9""","""1""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",28IS1CSTMOFXY5UT11SE3DNY2WROR3,A10DDQNSQG3JOA,Approved,"Tue Feb 28 16:32:27 PST 2012","Tue Feb 28 16:37:55 PST 2012","""5""","""9""","""1""","""2""","""9""","""9""","""1""","""3""","""1""","""1""","""1""","""9""","""8""","""9""","""9""","""6""","""1""","""9""","""1""","""3""","""8""","""4""","""2""","""2""","""2""","""1""","""9""","""1""","""9""","""1""","""9""","""1""",true,"""9""","""7""","""8""","""3""","""8""","""1""","""1""","""7""","""9""","""1""","""9""","""9""","""6""","""2""","""9""","""4""","""7""","""9""","""9""","""9""","""8""","""9""","""9""","""2""","""No""","""9""","""9""","""8""","""9""","""9""","""3""","""1""","""8""","""9""","""9""","""9""","""9""","""5""","""9""","""9""","""1""","""9""","""9""","""grammatical""","""9""","""8""","""9""","""9""","""9""","""9""","""7""","""F""","""9""","""9""","""7""","""9""","""1""","""1""","""9""","""9""","""3""","""9""","""7""","""9""","""1""","""2""","""1""","""1""","""2""","""3""","""9""","""9""","""9""","""7""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2TOKUDD8XMB3XVBOJ0XUYO6UNV0DOM,A34V4OVND0GG8G,Approved,"Tue Feb 28 16:30:30 PST 2012","Tue Feb 28 16:39:08 PST 2012","""2""","""6""","""7""","""3""","""7""","""8""","""4""","""6""","""2""","""2""","""4""","""5""","""3""","""7""","""5""","""1""","""2""","""7""","""2""","""5""","""7""","""2""","""5""","""2""","""7""","""3""","""4""","""3""","""2""","""5""","""6""","""2""",true,"""6""","""5""","""2""","""2""","""2""","""2""","""3""","""4""","""4""","""3""","""8""","""4""","""none""","""6""","""2""","""8""","""2""","""5""","""5""","""7""","""8""","""8""","""1""","""8""","""6""","""2""","""8""","""7""","""grammatical""","""8""","""7""","""7""","""3""","""5""","""6""","""5""","""M""","""2""","""5""","""1""","""6""","""1""","""5""","""7""","""4""","""6""","""3""","""7""","""7""","""2""","""4""","""2""","""3""","""2""","""1""","""7""","""6""","""7""","""4""","""6""","""6""","""2""","""7""","""5""","""2""","""7""","""7""","""7""","""7""","""6""","""5""","""6""","""8""","""4""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2X1U8P9Y38TW3PKSBJPIR0JUTXRYHQ,A2UKKPY38N3HA8,Approved,"Tue Feb 28 16:32:30 PST 2012","Tue Feb 28 16:39:21 PST 2012","""7""","""9""","""9""","""2""","""9""","""9""","""9""","""3""","""1""","""3""","""7""","""9""","""7""","""9""","""9""","""9""","""1""","""9""","""2""","""3""","""9""","""6""","""7""","""6""","""8""","""8""","""3""","""9""","""6""","""9""","""9""","""8""",true,"""9""","""9""","""9""","""9""","""8""","""3""","""1""","""9""","""7""","""2""","""9""","""9""","""6""","""2""","""9""","""2""","""7""","""9""","""9""","""9""","""9""","""9""","""9""","""7""","""""","""9""","""9""","""9""","""9""","""9""","""3""","""1""","""9""","""9""","""6""","""9""","""8""","""8""","""9""","""9""","""7""","""9""","""9""","""grammatical""","""9""","""8""","""9""","""8""","""9""","""9""","""8""","""M""","""9""","""9""","""6""","""9""","""4""","""2""","""9""","""9""","""6""","""9""","""9""","""7""","""4""","""9""","""4""","""2""","""6""","""6""","""9""","""9""","""9""","""8""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2M7806UFBNFS28WAYS05XW6OZIK2GF,AH2GCY8U416DH,Approved,"Tue Feb 28 16:34:53 PST 2012","Tue Feb 28 16:42:41 PST 2012","""6""","""9""","""7""","""2""","""9""","""8""","""6""","""6""","""3""","""2""","""4""","""6""","""4""","""9""","""9""","""5""","""2""","""6""","""2""","""2""","""7""","""6""","""7""","""5""","""3""","""4""","""3""","""9""","""7""","""3""","""9""","""2""",true,"""6""","""9""","""7""","""6""","""5""","""2""","""1""","""8""","""6""","""4""","""7""","""4""","""""","""7""","""9""","""9""","""3""","""7""","""3""","""7""","""8""","""7""","""3""","""9""","""9""","""3""","""9""","""9""","""natural""","""9""","""7""","""9""","""5""","""9""","""8""","""6""","""M""","""7""","""8""","""6""","""9""","""2""","""3""","""2""","""6""","""7""","""7""","""7""","""2""","""1""","""4""","""3""","""3""","""3""","""2""","""9""","""9""","""2""","""6""","""9""","""6""","""2""","""9""","""3""","""3""","""8""","""9""","""9""","""9""","""6""","""8""","""9""","""2""","""3""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",26UGTP9RA7S53E3VSNJOK70K5YRRWJ,AHZ5YRRIRTLJG,Approved,"Tue Feb 28 16:42:13 PST 2012","Tue Feb 28 16:52:20 PST 2012","""8""","""9""","""5""","""1""","""9""","""9""","""9""","""1""","""9""","""2""","""6""","""7""","""9""","""9""","""9""","""1""","""1""","""9""","""1""","""1""","""9""","""5""","""9""","""9""","""1""","""5""","""8""","""1""","""4""","""9""","""1""","""1""",true,"""9""","""9""","""9""","""9""","""1""","""1""","""1""","""6""","""9""","""5""","""9""","""9""","""""","""9""","""9""","""9""","""1""","""9""","""9""","""9""","""9""","""9""","""1""","""9""","""9""","""9""","""9""","""9""","""natural""","""9""","""9""","""9""","""9""","""9""","""9""","""2""","""F""","""9""","""9""","""4""","""9""","""1""","""4""","""9""","""9""","""9""","""9""","""9""","""5""","""1""","""8""","""5""","""2""","""8""","""9""","""9""","""9""","""9""","""7""","""9""","""6""","""2""","""9""","""1""","""9""","""9""","""9""","""9""","""9""","""6""","""9""","""9""","""9""","""5""",
2XXL6VCPWZ9RU5Y77KSSCSN4D97O9L,"Survey, ~ 10 minutes","1 condition",2PD42J1LY58BEU9BJ77FPHD2PFR5QL,A1XJ5K37DNUDZZ,Approved,"Tue Feb 28 17:27:32 PST 2012","Tue Feb 28 17:40:36 PST 2012","""9""","""9""","""6""","""1""","""9""","""9""","""5""","""1""","""1""","""1""","""7""","""9""","""9""","""9""","""9""","""2""","""1""","""9""","""1""","""5""","""9""","""9""","""9""","""9""","""9""","""9""","""1""","""9""","""9""","""5""","""9""","""1""",true,"""1""","""9""","""9""","""7""","""6""","""1""","""1""","""9""","""9""","""1""","""9""","""9""","""6""","""2""","""9""","""3""","""1""","""9""","""9""","""9""","""9""","""9""","""9""","""1""","""""","""9""","""9""","""9""","""9""","""9""","""2""","""1""","""9""","""1""","""9""","""9""","""9""","""1""","""9""","""9""","""1""","""9""","""9""","""grammatical""","""9""","""9""","""9""","""8""","""9""","""9""","""1""","""F""","""9""","""9""","""9""","""9""","""1""","""1""","""9""","""9""","""1""","""7""","""9""","""1""","""1""","""9""","""3""","""7""","""9""","""1""","""9""","""9""","""9""","""1""",
